image_id,width_cm,height_cm,size_cm2,aspect_ratio,medium,style,artist_experience_years,artist_previous_sales,artist_reputation_score,country,is_original,edition_size,condition,year_created,time_taken_hours,ai_quality_score,ai_authenticity_score,image_brightness_score,image_contrast_score,composition_score,color_harmony_score,subject_complexity_score,market_demand_index,price_usd
ART_04130,54,118,6372,0.46,pastel,portrait,25,111,5.25,Canada,1,1,good,2005,42,0.99,0.76,0.49,0.83,0.99,0.51,0.37,0.48,2204.09
ART_04131,111,72,7992,1.54,oil,conceptual,2,0,3.36,UAE,0,25,new,1998,219,0.89,0.71,0.78,0.41,0.90,0.86,0.62,0.96,2211.42
ART_04132,83,85,7055,0.98,ink,realism,16,313,5.59,UK,1,1,good,1992,177,0.99,0.64,0.52,0.48,0.70,0.77,0.41,0.74,3066.53
ART_04133,66,55,3630,1.20,acrylic,impressionism,1,136,4.93,Canada,1,1,fair,2022,111,0.99,0.67,0.75,0.56,0.67,0.90,0.89,0.72,1594.16
ART_04134,134,154,20636,0.87,oil,realism,19,207,5.30,France,0,43,good,1990,138,0.99,0.49,0.40,0.60,0.69,0.82,0.48,0.56,5066.12
ART_04135,24,65,1560,0.37,charcoal,surrealism,0,249,5.01,Turkey,1,1,good,2002,228,0.97,0.84,0.43,0.35,0.67,0.71,0.86,0.41,977.33
ART_04136,116,154,17864,0.75,watercolor,surrealism,14,174,4.97,Germany,1,1,fair,2023,237,0.99,0.80,0.29,0.55,0.99,0.69,0.89,0.47,5034.89
ART_04137,22,120,2640,0.18,gouache,surrealism,4,0,3.60,Germany,1,1,excellent,2017,165,0.87,0.84,0.44,0.57,0.98,0.53,0.70,0.63,797.81
ART_04138,106,148,15688,0.72,pastel,abstract,18,306,5.34,India,1,1,fair,1995,223,0.87,0.58,0.64,0.88,0.99,0.99,0.26,0.97,6295.33
ART_04139,31,47,1457,0.66,mixed_media,abstract,5,6,4.42,Canada,1,1,fair,2019,141,0.79,0.60,0.34,0.36,0.81,0.84,0.84,0.75,867.35
ART_04140,123,115,14145,1.07,watercolor,conceptual,5,151,4.42,USA,1,1,new,2012,150,0.99,0.68,0.70,0.63,0.82,0.64,0.88,0.56,3018.65
ART_04141,53,128,6784,0.41,watercolor,landscape,10,366,4.46,USA,1,1,good,2018,236,0.99,0.69,0.85,0.44,0.99,0.62,0.48,0.84,3518.24
ART_04142,122,158,19276,0.77,pastel,minimalism,0,135,5.18,Japan,1,1,fair,2001,106,0.93,0.75,0.60,0.49,0.75,0.95,0.54,0.46,2951.81
ART_04143,156,132,20592,1.18,mixed_media,portrait,12,43,2.98,Pakistan,1,1,good,1997,187,0.99,0.78,0.72,0.61,0.65,0.73,0.46,0.92,5127.72
ART_04144,113,156,17628,0.72,ink,expressionism,7,54,4.56,Bangladesh,1,1,fair,2020,94,0.79,0.58,0.82,0.75,0.65,0.51,0.94,0.64,1768.55
ART_04145,53,159,8427,0.33,gouache,minimalism,1,414,4.87,Bangladesh,0,82,excellent,2025,190,0.99,0.58,0.88,0.79,0.86,0.73,0.71,0.78,1384.10
ART_04146,77,141,10857,0.55,ink,pop_art,14,47,5.21,Germany,1,1,good,2006,167,0.99,0.89,0.64,0.52,0.60,0.68,0.68,0.67,2486.26
ART_04147,132,152,20064,0.87,gouache,landscape,15,297,3.85,Bangladesh,0,54,new,1998,15,0.99,0.79,0.83,0.56,0.95,0.67,0.59,0.46,2556.51
ART_04148,110,160,17600,0.69,digital,abstract,24,196,3.99,Bangladesh,1,1,good,2002,82,0.99,0.90,0.31,0.92,0.84,0.52,0.58,0.87,5197.12
ART_04149,56,137,7672,0.41,watercolor,impressionism,16,213,4.66,France,1,1,new,2008,193,0.99,0.60,0.47,0.64,0.66,0.97,0.34,0.98,4521.70
ART_04150,70,97,6790,0.72,acrylic,minimalism,6,46,5.20,UAE,1,1,excellent,2020,74,0.87,0.65,0.50,0.77,0.92,0.70,0.64,0.83,2293.11
ART_04151,70,110,7700,0.64,watercolor,pop_art,22,6,5.18,France,1,1,good,2002,116,0.99,0.70,0.73,0.72,0.84,0.51,0.56,0.72,2686.44
ART_04152,97,46,4462,2.11,digital,minimalism,19,0,4.05,Germany,1,1,excellent,2011,114,0.84,0.71,0.31,0.69,0.81,0.67,0.30,0.44,1230.03
ART_04153,71,90,6390,0.79,watercolor,landscape,14,198,4.73,Japan,1,1,new,1996,92,0.99,0.84,0.68,0.80,0.74,0.87,0.57,0.47,2731.35
ART_04154,20,56,1120,0.36,mixed_media,landscape,4,85,4.91,Italy,0,32,new,2020,15,0.79,0.55,0.49,0.47,0.94,0.79,0.96,0.53,513.75
ART_04155,63,50,3150,1.26,digital,pop_art,13,222,3.30,Italy,0,60,good,1994,33,0.80,0.76,0.53,0.54,0.77,0.68,0.72,0.68,677.44
ART_04156,127,99,12573,1.28,ink,minimalism,19,21,5.12,USA,1,1,fair,2019,72,0.77,0.84,0.45,0.62,0.88,0.51,0.69,0.56,2262.49
ART_04157,118,80,9440,1.48,charcoal,realism,16,230,5.00,Canada,1,1,good,2005,63,0.99,0.93,0.52,0.68,0.88,0.59,0.35,0.43,2315.19
ART_04158,65,136,8840,0.48,oil,pop_art,12,128,5.24,Bangladesh,0,82,new,2023,63,0.88,0.56,0.67,0.54,0.82,0.53,0.55,0.56,1987.15
ART_04159,106,25,2650,4.24,ink,expressionism,14,1,3.36,Bangladesh,1,1,fair,2011,225,0.75,0.92,0.89,0.77,0.69,0.82,0.30,0.88,745.29
ART_04160,154,136,20944,1.13,gouache,pop_art,0,72,5.03,Canada,1,1,good,2017,91,0.83,0.79,0.40,0.53,0.87,0.81,0.68,0.68,3156.65
ART_04161,58,134,7772,0.43,ink,surrealism,0,2,5.00,India,1,1,new,1999,140,0.53,0.62,0.60,0.87,0.79,0.54,0.73,0.86,1560.92
ART_04162,128,81,10368,1.58,pastel,pop_art,19,17,4.06,Germany,1,1,fair,2022,246,0.99,0.64,0.80,0.45,0.58,0.52,0.89,0.91,2068.79
ART_04163,132,46,6072,2.87,gouache,pop_art,11,21,4.95,India,1,1,good,1991,225,0.96,0.57,0.57,0.35,0.85,0.92,0.83,0.64,1921.23
ART_04164,110,112,12320,0.98,watercolor,pop_art,6,358,4.81,Italy,1,1,good,2009,206,0.80,0.84,0.44,0.65,0.93,0.69,0.73,0.93,4198.53
ART_04165,134,149,19966,0.90,pastel,realism,14,27,5.19,Canada,1,1,new,2000,62,0.74,0.91,0.38,0.50,0.58,0.61,0.49,0.42,3810.06
ART_04166,48,112,5376,0.43,ink,realism,20,48,4.44,France,1,1,fair,1991,92,0.99,0.85,0.36,0.93,0.68,0.98,0.58,0.45,1498.68
ART_04167,110,131,14410,0.84,oil,realism,7,51,3.03,Japan,1,1,good,2005,44,0.69,0.90,0.55,0.78,0.72,0.69,0.94,0.72,3831.29
ART_04168,59,137,8083,0.43,mixed_media,pop_art,10,35,3.66,Bangladesh,1,1,new,2014,112,0.99,0.83,0.52,0.49,0.99,0.53,0.32,0.52,2465.69
ART_04169,84,86,7224,0.98,mixed_media,pop_art,18,8,4.74,Turkey,1,1,fair,2016,242,0.87,0.72,0.28,0.40,0.79,0.85,0.35,0.97,2470.27
ART_04170,147,91,13377,1.62,gouache,abstract,9,4,4.80,France,0,15,fair,2019,31,0.65,0.77,0.79,0.94,0.74,0.90,0.32,0.83,1694.88
ART_04171,57,145,8265,0.39,oil,abstract,3,373,4.82,Canada,1,1,good,2009,159,0.99,0.76,0.39,0.40,0.80,0.55,0.91,0.95,5452.54
ART_04172,48,147,7056,0.33,pastel,abstract,0,117,3.29,Japan,1,1,fair,2022,16,0.67,0.81,0.86,0.89,0.64,0.80,0.28,0.89,1201.10
ART_04173,82,94,7708,0.87,oil,expressionism,22,287,5.42,Japan,1,1,good,1994,161,0.99,0.84,0.50,0.39,0.79,0.82,0.75,0.56,5681.75
ART_04174,56,147,8232,0.38,charcoal,pop_art,18,285,5.81,Canada,1,1,new,1992,133,0.85,0.95,0.79,0.86,0.75,0.60,0.87,0.72,3914.18
ART_04175,23,97,2231,0.24,gouache,portrait,13,364,5.67,UAE,1,1,good,2011,49,0.92,0.69,0.89,0.72,0.94,0.69,0.80,0.94,1719.24
ART_04176,157,152,23864,1.03,gouache,surrealism,11,223,4.85,UAE,1,1,excellent,2018,183,0.99,0.74,0.55,0.34,0.84,0.94,0.51,0.87,7225.68
ART_04177,72,51,3672,1.41,watercolor,landscape,21,308,4.07,Canada,1,1,new,2004,120,0.99,0.71,0.39,0.36,0.71,0.95,0.90,0.61,1888.02
ART_04178,109,63,6867,1.73,pastel,abstract,16,239,4.82,UAE,1,1,fair,1998,54,0.99,0.65,0.61,0.52,0.73,0.66,0.85,0.44,1782.13
ART_04179,33,77,2541,0.43,pastel,landscape,7,25,4.20,Italy,1,1,fair,2000,135,0.99,0.88,0.69,0.65,0.76,0.55,0.47,0.79,897.70
ART_04180,148,77,11396,1.92,charcoal,landscape,1,128,4.19,Bangladesh,1,1,fair,2023,216,0.83,0.66,0.88,0.59,0.64,0.98,0.68,0.64,1681.76
ART_04181,135,37,4995,3.65,pastel,surrealism,18,320,4.28,UAE,0,47,fair,1996,171,0.90,0.66,0.79,0.39,0.97,0.87,0.43,0.74,1708.67
ART_04182,65,134,8710,0.49,acrylic,minimalism,12,5,3.93,India,1,1,fair,2016,236,0.91,0.96,0.63,0.46,0.60,0.93,0.60,0.53,1773.18
ART_04183,66,49,3234,1.35,acrylic,minimalism,12,25,3.95,UK,1,1,excellent,2020,42,0.76,0.59,0.79,0.66,0.59,0.95,0.43,0.42,826.64
ART_04184,101,103,10403,0.98,watercolor,landscape,23,11,4.63,UK,1,1,fair,2007,30,0.99,0.89,0.49,0.40,0.99,0.59,0.89,0.53,2487.86
ART_04185,141,135,19035,1.04,ink,realism,16,136,3.41,Turkey,0,58,good,2008,77,0.99,0.62,0.73,0.81,0.56,0.81,0.87,0.44,1875.40
ART_04186,42,102,4284,0.41,charcoal,abstract,12,287,4.11,Pakistan,1,1,fair,2013,64,0.83,0.76,0.34,0.48,0.86,0.68,0.73,0.54,1465.89
ART_04187,151,152,22952,0.99,ink,abstract,21,88,4.11,Canada,1,1,new,2015,81,0.99,0.61,0.66,0.77,0.99,0.61,0.82,0.75,5094.96
ART_04188,157,31,4867,5.06,oil,surrealism,25,291,4.25,France,1,1,good,1995,211,0.99,0.57,0.61,0.81,0.77,0.76,0.43,0.82,4205.25
ART_04189,24,85,2040,0.28,ink,portrait,23,157,4.71,Pakistan,1,1,good,2010,77,0.92,0.58,0.75,0.53,0.65,0.65,0.49,0.57,730.81
ART_04190,129,103,13287,1.25,oil,expressionism,3,148,5.21,Italy,0,73,fair,2015,27,0.99,0.55,0.76,0.87,0.78,0.75,0.65,0.87,2464.22
ART_04191,110,117,12870,0.94,oil,pop_art,17,48,3.80,France,1,1,fair,1993,44,0.98,0.84,0.80,0.34,0.99,0.58,0.44,0.99,4879.59
ART_04192,74,79,5846,0.94,acrylic,conceptual,25,417,5.41,France,1,1,excellent,2006,219,0.99,0.67,0.89,0.32,0.99,0.98,0.31,0.73,5555.11
ART_04193,98,110,10780,0.89,acrylic,minimalism,19,77,3.86,USA,0,79,fair,1992,223,0.89,0.58,0.41,0.87,0.87,0.79,0.79,0.48,1601.60
ART_04194,98,153,14994,0.64,mixed_media,realism,24,219,5.51,Bangladesh,1,1,good,2015,205,0.95,0.72,0.29,0.62,0.68,0.97,0.40,0.74,7893.88
ART_04195,54,77,4158,0.70,charcoal,expressionism,7,79,4.25,Canada,1,1,good,2005,194,0.83,0.64,0.45,0.42,0.65,0.66,0.92,0.76,1122.56
ART_04196,125,36,4500,3.47,oil,impressionism,5,126,4.86,UAE,1,1,fair,2017,205,0.80,0.73,0.46,0.36,0.66,0.93,0.90,0.54,1730.50
ART_04197,66,72,4752,0.92,acrylic,surrealism,11,205,4.32,Bangladesh,1,1,excellent,1992,117,0.99,0.88,0.80,0.30,0.99,0.65,0.72,0.46,2676.34
ART_04198,159,47,7473,3.38,ink,minimalism,14,174,3.93,UK,1,1,excellent,1995,56,0.99,0.85,0.31,0.57,0.78,0.86,0.39,0.53,1799.51
ART_04199,99,80,7920,1.24,watercolor,realism,14,316,4.05,Germany,1,1,new,2003,137,0.99,0.91,0.61,0.59,0.73,0.86,0.70,0.57,3250.34
ART_04200,49,116,5684,0.42,ink,impressionism,6,301,4.40,France,1,1,good,2001,48,0.90,0.63,0.43,0.59,0.60,0.60,0.77,0.41,1235.29
ART_04201,160,79,12640,2.03,charcoal,surrealism,22,65,5.13,Germany,0,44,new,2002,163,0.93,0.59,0.65,0.55,0.68,0.62,0.85,0.99,3242.23
ART_04202,142,66,9372,2.15,ink,pop_art,21,109,5.08,France,0,84,fair,2002,141,0.87,0.69,0.88,0.42,0.56,0.82,0.89,0.76,1523.81
ART_04203,46,159,7314,0.29,mixed_media,impressionism,2,162,4.90,Italy,0,49,fair,1998,27,0.78,0.72,0.82,0.48,0.60,0.54,0.46,0.96,1869.83
ART_04204,64,90,5760,0.71,digital,impressionism,21,40,5.26,Japan,0,44,fair,2017,130,0.99,0.77,0.64,0.46,0.87,0.51,0.59,0.46,1207.14
ART_04205,133,35,4655,3.80,ink,abstract,9,369,4.93,India,1,1,good,2005,111,0.91,0.67,0.55,0.83,0.99,0.79,0.93,0.76,2489.12
ART_04206,109,89,9701,1.22,digital,abstract,17,173,4.94,India,1,1,new,2013,167,0.99,0.61,0.83,0.50,0.71,0.68,0.95,0.53,3454.31
ART_04207,130,59,7670,2.20,charcoal,minimalism,1,163,3.53,Germany,0,69,excellent,1997,229,0.99,0.66,0.37,0.70,0.88,0.61,0.56,0.72,1255.78
ART_04208,60,27,1620,2.22,mixed_media,landscape,11,11,2.99,Bangladesh,1,1,fair,2002,82,0.99,0.75,0.84,0.57,0.97,0.74,0.85,0.96,899.22
ART_04209,123,64,7872,1.92,gouache,abstract,23,236,3.87,UK,1,1,good,2000,113,0.99,0.84,0.31,0.47,0.83,0.99,0.90,0.82,4108.00
ART_04210,98,80,7840,1.23,gouache,impressionism,14,0,3.38,USA,1,1,fair,2002,229,0.58,0.82,0.46,0.93,0.84,0.54,0.84,0.79,1837.00
ART_04211,115,87,10005,1.32,gouache,surrealism,7,308,4.28,France,1,1,new,1993,32,0.97,0.86,0.33,0.83,0.56,0.92,0.51,0.77,3983.19
ART_04212,109,92,10028,1.18,digital,realism,1,151,3.31,Bangladesh,1,1,new,1990,58,0.79,0.94,0.67,0.77,0.80,0.62,0.79,0.57,2384.33
ART_04213,120,28,3360,4.29,charcoal,realism,1,147,3.97,Bangladesh,1,1,excellent,2016,165,0.69,0.74,0.34,0.86,0.83,0.78,0.64,0.87,1094.94
ART_04214,67,140,9380,0.48,gouache,abstract,4,117,4.40,Pakistan,1,1,new,1997,88,0.99,0.78,0.67,0.56,0.87,0.71,0.45,0.77,3274.96
ART_04215,157,110,17270,1.43,charcoal,surrealism,17,71,3.57,Italy,1,1,new,2020,125,0.89,0.91,0.73,0.35,0.58,0.83,0.80,0.79,4501.65
ART_04216,94,129,12126,0.73,pastel,minimalism,23,136,3.87,Canada,1,1,new,1998,132,0.99,0.72,0.39,0.95,0.99,0.99,0.30,0.56,3744.11
ART_04217,127,136,17272,0.93,acrylic,expressionism,11,0,4.12,Pakistan,1,1,fair,2003,190,0.69,0.56,0.57,0.56,0.89,0.82,0.69,0.89,3970.88
ART_04218,98,38,3724,2.58,charcoal,abstract,16,10,4.07,USA,0,54,excellent,1992,222,0.99,0.52,0.78,0.90,0.76,0.98,0.80,0.76,1189.43
ART_04219,152,150,22800,1.01,watercolor,minimalism,8,397,4.23,USA,1,1,excellent,2017,68,0.93,0.64,0.40,0.93,0.88,0.98,0.34,0.44,4887.98
ART_04220,43,126,5418,0.34,ink,portrait,16,3,3.18,USA,1,1,new,1999,29,0.99,0.94,0.45,0.34,0.89,0.59,0.87,0.74,1813.08
ART_04221,92,100,9200,0.92,digital,pop_art,21,186,4.15,UK,1,1,fair,2020,31,0.99,0.77,0.62,0.43,0.76,0.52,0.76,0.94,2204.63
ART_04222,44,103,4532,0.43,gouache,landscape,16,168,3.81,Italy,1,1,fair,2007,168,0.85,0.58,0.39,0.86,0.97,0.55,0.45,0.62,1036.75
ART_04223,79,40,3160,1.98,gouache,impressionism,8,167,3.48,Pakistan,1,1,new,1990,185,0.84,0.94,0.39,0.62,0.71,0.55,0.91,0.52,1305.63
ART_04224,151,106,16006,1.42,digital,landscape,22,240,4.04,UK,1,1,good,2017,55,0.99,0.78,0.63,0.51,0.65,0.72,0.39,0.84,4243.59
ART_04225,123,59,7257,2.08,pastel,pop_art,23,187,5.48,France,1,1,fair,2016,61,0.99,0.58,0.77,0.71,0.64,0.87,0.56,0.95,2964.52
ART_04226,42,131,5502,0.32,gouache,minimalism,22,163,4.08,India,1,1,excellent,2011,114,0.99,0.63,0.54,0.32,0.98,0.99,0.69,0.95,2671.10
ART_04227,119,56,6664,2.13,ink,realism,18,380,4.49,UAE,1,1,fair,2003,18,0.96,0.65,0.63,0.74,0.60,0.60,0.29,0.95,2141.66
ART_04228,82,30,2460,2.73,acrylic,landscape,21,2,4.71,France,1,1,good,2014,125,0.99,0.74,0.35,0.40,0.63,0.61,0.95,0.98,1970.01
ART_04229,85,148,12580,0.57,pastel,minimalism,15,76,5.04,Bangladesh,1,1,fair,2026,166,0.99,0.68,0.61,0.57,0.99,0.57,0.85,0.64,2245.70
ART_04230,89,111,9879,0.80,acrylic,portrait,11,39,4.24,Canada,1,1,fair,2014,195,0.94,0.74,0.34,0.54,0.97,0.50,0.27,0.49,2103.44
ART_04231,57,94,5358,0.61,pastel,landscape,17,35,4.29,USA,0,36,good,2016,80,0.92,0.78,0.39,0.51,0.93,0.88,0.76,0.92,1572.56
ART_04232,110,71,7810,1.55,oil,expressionism,0,0,3.11,Canada,1,1,excellent,2001,129,0.71,0.68,0.35,0.45,0.98,0.58,0.57,0.55,1909.39
ART_04233,35,66,2310,0.53,pastel,impressionism,17,23,4.89,UK,1,1,new,2018,102,0.99,0.77,0.75,0.69,0.91,0.71,0.49,0.63,1129.09
ART_04234,50,62,3100,0.81,pastel,abstract,14,395,3.96,Turkey,0,24,new,2026,54,0.92,0.82,0.84,0.41,0.71,0.72,0.59,0.55,1201.25
ART_04235,46,120,5520,0.38,digital,realism,2,17,2.63,Canada,1,1,good,1997,91,0.62,0.88,0.59,0.39,0.69,0.57,0.78,0.64,973.16
ART_04236,136,147,19992,0.93,watercolor,surrealism,4,7,3.52,Japan,1,1,fair,1995,63,0.85,0.81,0.76,0.40,0.73,0.75,0.46,0.66,3158.24
ART_04237,136,117,15912,1.16,digital,conceptual,17,61,4.70,Germany,1,1,fair,2011,241,0.99,0.61,0.42,0.66,0.81,0.85,0.38,0.45,2732.67
ART_04238,154,138,21252,1.12,digital,surrealism,18,357,5.63,UAE,1,1,good,2025,242,0.99,0.94,0.39,0.67,0.71,0.57,0.28,0.98,6846.21
ART_04239,36,120,4320,0.30,oil,realism,23,162,3.32,Italy,0,63,good,2026,128,0.91,0.86,0.54,0.85,0.68,0.99,0.57,0.59,1338.49
ART_04240,144,146,21024,0.99,watercolor,expressionism,13,5,3.25,Turkey,1,1,new,2016,49,0.78,0.86,0.69,0.72,0.68,0.72,0.88,0.97,4121.75
ART_04241,123,158,19434,0.78,digital,pop_art,0,146,4.49,Italy,1,1,new,2025,104,0.91,0.91,0.73,0.46,0.69,0.53,0.51,0.92,3563.94
ART_04242,81,81,6561,1.00,digital,abstract,14,140,5.21,Japan,1,1,new,2019,92,0.82,0.88,0.57,0.92,0.76,0.93,0.83,0.48,2531.69
ART_04243,106,49,5194,2.16,gouache,pop_art,4,316,3.96,Turkey,1,1,new,2023,137,0.79,0.78,0.64,0.40,0.75,0.91,0.70,0.69,1776.37
ART_04244,73,101,7373,0.72,gouache,impressionism,25,299,4.79,Bangladesh,1,1,new,2005,58,0.99,0.57,0.78,0.71,0.59,0.61,0.39,0.62,3230.17
ART_04245,98,129,12642,0.76,mixed_media,pop_art,10,50,4.49,France,1,1,fair,2026,92,0.75,0.72,0.50,0.55,0.90,0.54,0.37,0.78,2222.35
ART_04246,151,156,23556,0.97,watercolor,landscape,10,301,5.16,India,1,1,excellent,1998,180,0.98,0.56,0.43,0.65,0.69,0.51,0.28,0.64,5482.50
ART_04247,42,117,4914,0.36,pastel,surrealism,3,258,3.61,UK,1,1,excellent,2017,170,0.72,0.89,0.83,0.60,0.83,0.54,0.90,0.63,1761.38
ART_04248,122,79,9638,1.54,charcoal,surrealism,20,23,5.51,Bangladesh,1,1,fair,2011,95,0.99,0.90,0.75,0.49,0.80,0.70,0.67,0.86,2804.58
ART_04249,56,110,6160,0.51,gouache,abstract,20,167,4.05,UAE,1,1,excellent,2015,177,0.99,0.59,0.88,0.82,0.63,0.95,0.40,0.53,2225.16
ART_04250,157,33,5181,4.76,charcoal,impressionism,24,296,3.75,Pakistan,1,1,fair,2013,63,0.99,0.81,0.61,0.67,0.74,0.84,0.34,0.66,1484.66
ART_04251,66,117,7722,0.56,acrylic,abstract,23,11,4.06,UAE,1,1,new,1994,141,0.99,0.80,0.81,0.54,0.89,0.78,0.49,0.48,3348.54
ART_04252,152,147,22344,1.03,ink,impressionism,17,36,3.98,Canada,1,1,new,2004,184,0.78,0.88,0.76,0.55,0.99,0.66,0.90,0.54,4993.58
ART_04253,153,81,12393,1.89,mixed_media,realism,17,107,3.91,India,1,1,good,2008,200,0.86,0.94,0.68,0.41,0.99,0.54,0.69,0.46,3672.29
ART_04254,42,132,5544,0.32,digital,landscape,2,73,4.27,USA,0,6,excellent,2001,109,0.99,0.60,0.55,0.76,0.80,0.66,0.60,0.81,1552.10
ART_04255,155,145,22475,1.07,ink,abstract,3,208,4.29,Germany,1,1,excellent,2001,158,0.99,0.92,0.52,0.38,0.81,0.61,0.95,0.92,7004.63
ART_04256,67,118,7906,0.57,mixed_media,surrealism,19,186,3.66,Italy,1,1,new,2018,235,0.99,0.86,0.80,0.94,0.77,0.54,0.49,0.84,4135.98
ART_04257,136,50,6800,2.72,digital,realism,1,92,2.74,Bangladesh,1,1,good,2000,211,0.99,0.80,0.87,0.94,0.90,0.87,0.63,0.78,1799.41
ART_04258,150,103,15450,1.46,pastel,impressionism,7,326,5.42,USA,0,57,fair,2013,45,0.81,0.85,0.87,0.74,0.59,0.75,0.40,0.76,2496.82
ART_04259,73,157,11461,0.46,pastel,abstract,4,3,2.61,Italy,0,27,fair,1995,118,0.55,0.81,0.41,0.87,0.96,0.85,0.65,0.76,1260.10
ART_04260,22,37,814,0.59,ink,portrait,11,71,4.63,Germany,0,13,excellent,2010,235,0.99,0.72,0.49,0.52,0.94,0.54,0.57,0.98,475.03
ART_04261,92,56,5152,1.64,pastel,abstract,1,17,4.96,France,1,1,new,2001,172,0.88,0.57,0.48,0.58,0.67,0.54,0.76,0.69,1866.31
ART_04262,95,117,11115,0.81,oil,realism,25,153,5.39,France,0,18,new,2012,223,0.99,0.49,0.89,0.88,0.57,0.56,0.73,0.91,6131.81
ART_04263,117,82,9594,1.43,acrylic,surrealism,8,172,5.47,Germany,1,1,good,2019,16,0.76,0.95,0.39,0.48,0.79,0.72,0.77,0.55,3788.52
ART_04264,153,69,10557,2.22,oil,portrait,10,163,3.98,Bangladesh,0,57,excellent,2004,144,0.99,0.59,0.77,0.83,0.67,0.81,0.96,0.65,3424.31
ART_04265,87,96,8352,0.91,charcoal,expressionism,13,91,4.96,USA,1,1,good,2018,58,0.99,0.73,0.87,0.69,0.92,0.92,0.33,0.92,3120.60
ART_04266,75,63,4725,1.19,mixed_media,impressionism,3,140,5.15,Germany,1,1,fair,1994,134,0.70,0.72,0.55,0.63,0.93,0.48,0.40,0.93,1949.63
ART_04267,147,127,18669,1.16,pastel,expressionism,23,105,4.87,UAE,0,83,fair,1997,95,0.96,0.81,0.36,0.88,0.83,0.96,0.85,0.72,3258.09
ART_04268,148,120,17760,1.23,ink,surrealism,25,417,4.17,France,1,1,fair,1990,24,0.99,0.60,0.75,0.64,0.99,0.95,0.80,0.64,4731.48
ART_04269,121,124,15004,0.98,oil,portrait,21,32,5.51,Turkey,1,1,fair,2002,65,0.99,0.63,0.78,0.77,0.67,0.80,0.81,0.66,4859.59
ART_04270,55,130,7150,0.42,pastel,minimalism,1,5,4.78,France,0,38,new,2002,204,0.93,0.82,0.89,0.64,0.96,0.84,0.48,0.52,1430.85
ART_04271,159,96,15264,1.66,gouache,landscape,1,331,4.90,Bangladesh,0,76,excellent,2022,220,0.81,0.64,0.54,0.87,0.72,0.68,0.58,0.58,1785.20
ART_04272,149,66,9834,2.26,mixed_media,abstract,16,36,3.98,France,1,1,excellent,2020,159,0.99,0.84,0.86,0.46,0.63,0.61,0.35,0.75,4082.58
ART_04273,39,39,1521,1.00,pastel,pop_art,23,23,4.97,USA,1,1,fair,1995,213,0.80,0.94,0.59,0.52,0.60,0.80,0.32,0.48,681.42
ART_04274,120,33,3960,3.64,pastel,portrait,21,309,5.18,France,1,1,excellent,2025,185,0.89,0.90,0.41,0.58,0.83,0.88,0.33,0.66,2250.24
ART_04275,137,70,9590,1.96,watercolor,landscape,0,289,5.34,India,1,1,excellent,2014,13,0.79,0.76,0.64,0.72,0.62,0.63,0.68,0.62,2108.82
ART_04276,83,149,12367,0.56,ink,realism,5,41,3.30,Germany,1,1,fair,2014,247,0.82,0.86,0.77,0.58,0.65,0.49,0.82,0.45,1365.10
ART_04277,105,103,10815,1.02,mixed_media,portrait,14,355,3.46,Bangladesh,1,1,new,2024,105,0.88,0.57,0.64,0.46,0.69,0.54,0.88,0.52,3519.12
ART_04278,39,102,3978,0.38,mixed_media,landscape,21,339,3.55,Canada,0,25,excellent,2007,130,0.99,0.73,0.33,0.39,0.74,0.99,0.32,0.86,1914.62
ART_04279,33,79,2607,0.42,oil,landscape,10,137,3.67,Germany,1,1,excellent,2012,76,0.99,0.96,0.77,0.68,0.81,0.57,0.83,0.73,1613.01
ART_04280,58,78,4524,0.74,digital,surrealism,4,10,4.59,Italy,0,54,new,1993,42,0.66,0.50,0.59,0.47,0.88,0.66,0.73,0.74,928.53
ART_04281,81,118,9558,0.69,ink,realism,4,72,3.60,Italy,1,1,fair,2024,103,0.91,0.78,0.74,0.92,0.57,0.69,0.48,0.97,1434.44
ART_04282,78,25,1950,3.12,ink,realism,14,5,3.87,Bangladesh,1,1,good,2003,113,0.93,0.96,0.70,0.58,0.76,0.79,0.60,0.43,752.66
ART_04283,93,31,2883,3.00,pastel,conceptual,9,2,3.80,Canada,1,1,new,2011,19,0.95,0.69,0.38,0.40,0.92,0.73,0.31,0.54,922.89
ART_04284,29,62,1798,0.47,oil,expressionism,12,9,3.81,UK,1,1,fair,2007,236,0.99,0.74,0.76,0.87,0.90,0.98,0.74,0.85,1446.05
ART_04285,135,87,11745,1.55,ink,minimalism,6,11,2.81,Italy,1,1,excellent,2013,181,0.84,0.80,0.89,0.63,0.77,0.57,0.64,0.87,1570.00
ART_04286,119,130,15470,0.92,pastel,pop_art,14,327,5.14,Pakistan,1,1,new,2003,177,0.99,0.89,0.59,0.75,0.65,0.72,0.72,0.67,5591.28
ART_04287,122,68,8296,1.79,watercolor,pop_art,19,193,3.44,France,0,68,new,2014,157,0.90,0.82,0.63,0.36,0.76,0.95,0.46,0.55,1468.28
ART_04288,55,87,4785,0.63,acrylic,abstract,8,83,4.89,Canada,1,1,excellent,2022,104,0.81,0.61,0.42,0.78,0.78,0.76,0.53,0.93,2384.62
ART_04289,146,49,7154,2.98,mixed_media,minimalism,4,13,3.25,Germany,1,1,new,2012,66,0.73,0.70,0.36,0.54,0.80,0.65,0.47,0.54,1445.27
